time_s,amplitude
0.000000000000000000e+00,-1.615336865730618854e-01
1.000000000000000000e+00,7.335804533590368770e-01
2.000000000000000000e+00,1.470576175744967795e+00
3.000000000000000000e+00,1.860686773502297386e+00
4.000000000000000000e+00,1.728764159509633469e+00
5.000000000000000000e+00,1.029202232937898032e+00
6.000000000000000000e+00,-5.969255044210219907e-02
7.000000000000000000e+00,-1.168512005222689165e+00
8.000000000000000000e+00,-1.914186773474192860e+00
9.000000000000000000e+00,-2.117574003141312833e+00
1.000000000000000000e+01,-1.903953336545467723e+00
1.100000000000000000e+01,-1.599541453958316151e+00
1.200000000000000000e+01,-1.485951021332431621e+00
1.300000000000000000e+01,-1.588297550954249182e+00
1.400000000000000000e+01,-1.657492644615861765e+00
1.500000000000000000e+01,-1.366436743073426996e+00
1.600000000000000000e+01,-5.768079334082767406e-01
1.700000000000000000e+01,5.258307359920542101e-01
1.800000000000000000e+01,1.535869959665313811e+00
1.900000000000000000e+01,2.097431896811968510e+00
2.000000000000000000e+01,2.138961599860530249e+00
2.100000000000000000e+01,1.895945066625911224e+00
2.200000000000000000e+01,1.705963116266588919e+00
2.300000000000000000e+01,1.735062459012184810e+00
2.400000000000000000e+01,1.847699213352989034e+00
2.500000000000000000e+01,1.721591218495652331e+00
2.600000000000000000e+01,1.118379347372808974e+00
2.700000000000000000e+01,9.862624258781527153e-02
2.800000000000000000e+01,-9.886900792487678391e-01
2.900000000000000000e+01,-1.737630616479186152e+00
3.000000000000000000e+01,-1.961179252242253090e+00
3.100000000000000000e+01,-1.799857128190812894e+00
3.200000000000000000e+01,-1.581278200565479741e+00
3.300000000000000000e+01,-1.543112613678740974e+00
3.400000000000000000e+01,-1.638690320633823916e+00
3.500000000000000000e+01,-1.579508625536719224e+00
3.600000000000000000e+01,-1.082168557001484510e+00
3.700000000000000000e+01,-1.247353878865262722e-01
3.800000000000000000e+01,9.927065366766942844e-01
3.900000000000000000e+01,1.837028558109228271e+00
4.000000000000000000e+01,2.138691623012749510e+00
4.100000000000000000e+01,1.967848422262853836e+00
4.200000000000000000e+01,1.653579695377795478e+00
4.300000000000000000e+01,1.509548241829193671e+00
4.400000000000000000e+01,1.581066587939898183e+00
4.500000000000000000e+01,1.612911701601114967e+00
4.600000000000000000e+01,1.264961557535577041e+00
4.700000000000000000e+01,4.075578111382482938e-01
4.800000000000000000e+01,-7.367605665810192939e-01
4.900000000000000000e+01,-1.721470094343463764e+00
5.000000000000000000e+01,-2.181070602575470918e+00
5.100000000000000000e+01,-2.080724515186929136e+00
